Topology,Iteration,TrainLoss,TestLoss,Gap,ConsErr
complete,0,0.6800308227539062,0.6783290742874145,-0.001701748466491737,0.0008404595552400877
complete,10,1.2074161767959595,1.2938396135330201,0.08642343673706065,0.0011430224763183839
complete,20,1.9920485019683838,2.1647351715087892,0.17268666954040546,0.0011579080069226055
complete,30,2.8422136306762695,3.0983673446655273,0.2561537139892578,0.0011641672698648974
complete,40,3.713881731033325,4.0536745857238765,0.3397928546905513,0.0011678562372906026
complete,50,4.594569683074951,5.018711082458496,0.42414139938354456,0.0011708046164804575
complete,60,5.479765892028809,5.988837454223633,0.5090715621948245,0.001173464342493501
complete,70,6.367506980895996,6.961886276245117,0.5943792953491212,0.0011759762185190971
complete,80,7.256808757781982,7.936718246459961,0.6799094886779784,0.0011783361742843345
complete,90,8.147130966186523,8.912685688781739,0.7655547225952155,0.0011805656877089676
complete,100,9.038154602050781,9.889406726074219,0.8512521240234374,0.0011826105032560468
complete,110,9.929679870605469,10.866638298034667,0.9369584274291984,0.0011844928483949568
complete,120,10.821572303771973,11.84422557373047,1.0226532699584965,0.0011861824707719698
complete,130,11.713747024536133,12.82207374572754,1.108326721191407,0.0011877212490595858
complete,140,12.606141090393066,13.800110662841798,1.1939695724487311,0.0011891223919759054
complete,150,13.498713493347168,14.778299005126954,1.2795855117797856,0.0011903748584733448
complete,160,14.391436576843262,15.756610656738282,1.36517407989502,0.0011914938773581079
complete,170,15.284289360046387,16.735025564575196,1.450736204528809,0.0011925070134289216
complete,180,16.177248001098633,17.713525302124022,1.5362773010253896,0.001193441740370853
complete,190,17.070310592651367,18.69210859375,1.6217980010986324,0.0011942883130863584
complete,200,17.96345329284668,19.67075760498047,1.7073043121337896,0.0011950262952697412
complete,210,18.85667610168457,20.649471325683592,1.792795223999022,0.001195729095143601
complete,220,19.749969482421875,21.628245895385742,1.8782764129638672,0.0011963759175130457
complete,230,20.643339157104492,22.60708678894043,1.9637476318359361,0.001196984438585271
complete,240,21.53677749633789,23.58599097290039,2.0492134765624996,0.001197537084134679
complete,250,22.430288314819336,24.564961041259764,2.134672726440428,0.0011980395767349876
complete,260,23.3238525390625,25.543978845214845,2.220126306152345,0.0011985194552345977
complete,270,24.21746826171875,26.52304976196289,2.3055815002441413,0.0011989275529001044
complete,280,25.111135482788086,27.502162744140627,2.3910272613525407,0.001199361543141228
complete,290,26.004850387573242,28.481324780273436,2.4764743927001938,0.0011997446059776025
complete,300,26.898622512817383,29.460544476318358,2.561921963500975,0.0012001129801051242
complete,310,27.792436599731445,30.439801391601563,2.6473647918701175,0.001200470832315129
complete,320,28.68630027770996,31.419111828613282,2.732811550903321,0.001200780133398066
complete,330,29.580209732055664,32.39846267089844,2.8182529388427753,0.0012011260031829715
complete,340,30.47415542602539,33.377848071289066,2.903692645263675,0.0012014142154476652
complete,350,31.36814308166504,34.35728073120117,2.989137649536133,0.0012017249243514096
complete,360,32.26215362548828,35.33673935546875,3.0745857299804698,0.0012020477660761625
complete,370,33.156219482421875,36.316244451904296,3.1600249694824214,0.00120223512127169
complete,380,34.050315856933594,37.29578623657227,3.2454703796386752,0.001202529943909062
complete,390,34.944427490234375,38.27534405517578,3.330916564941404,0.001202743808258765
complete,400,35.838584899902344,39.2549398803711,3.4163549804687534,0.0012029795164746249
complete,410,36.73276138305664,40.23456555175781,3.5018041687011703,0.0012031479334312328
complete,420,37.626983642578125,41.214228393554684,3.5872447509765593,0.001203366729285969
complete,430,38.52122497558594,42.193915692138674,3.6726907165527365,0.001203612713902315
complete,440,39.415496826171875,43.17363732910156,3.7581405029296846,0.001203844146769451
complete,450,40.30980682373047,44.15339114990234,3.8435843261718716,0.0012040376819823129
complete,460,41.20412826538086,45.13316365966797,3.929035394287112,0.001204227363922882
complete,470,42.09848403930664,46.112969317626956,4.014485278320315,0.001204372057045703
complete,480,42.99287033081055,47.09280286865234,4.099932537841795,0.001204502429554257
complete,490,43.88726806640625,48.07265646972656,4.18538840332031,0.001204658982526479
complete,499,44.692283630371094,48.954574047851565,4.262290417480472,0.0012048310474225144
identity,0,0.6488238573074341,0.6382667179107666,-0.01055713939666747,0.41511403449157014
identity,10,0.5655075311660767,0.5451868775367736,-0.02032065362930302,0.36427507034387563
identity,20,0.5105974674224854,0.482625137758255,-0.027972329664230355,0.3379734833927485
identity,30,0.47308722138404846,0.43894134993553163,-0.03414587144851683,0.32659717376944386
identity,40,0.44633978605270386,0.4070574286460876,-0.03928235740661623,0.3243089876336965
identity,50,0.42650702595710754,0.38283696098327635,-0.04367006497383119,0.32780690598889944
identity,60,0.41131454706192017,0.36381697902679444,-0.047497568035125726,0.33518872113118325
identity,70,0.39936354756355286,0.34847131633758544,-0.05089223122596742,0.34530312188838996
identity,80,0.38975635170936584,0.3358132872343063,-0.05394306447505953,0.3574164936753225
identity,90,0.3818941116333008,0.3251796233177185,-0.05671448831558229,0.3710397550546841
identity,100,0.37536364793777466,0.3161090817451477,-0.05925456619262698,0.3858341116048429
identity,110,0.36987119913101196,0.30827127728462217,-0.061599921846389794,0.40155694682787074
identity,120,0.3652026653289795,0.30142336807250975,-0.06377929725646975,0.41802962211008454
identity,130,0.36119842529296875,0.2953829744577408,-0.06581545083522794,0.4351172195422491
identity,140,0.35773706436157227,0.2900103102207184,-0.06772675414085388,0.45271556724005146
identity,150,0.3547248840332031,0.28519652533531187,-0.06952835869789126,0.47074257928452734
identity,160,0.35208818316459656,0.2808554887533188,-0.07123269441127777,0.4891325393543905
identity,170,0.3497685194015503,0.2769181230545044,-0.07285039634704588,0.5078318480367386
identity,180,0.34771865606307983,0.273328427362442,-0.07439022870063783,0.5267960352383383
identity,190,0.34590038657188416,0.2700404273748398,-0.07585995919704436,0.5459879292972405
identity,200,0.3442820608615875,0.2670160399675369,-0.0772660208940506,0.5653759601670887
identity,210,0.3428376019001007,0.26422349128723144,-0.07861411061286927,0.584933011595392
identity,220,0.34154513478279114,0.2616359887599945,-0.07990914602279664,0.6046357260022035
identity,230,0.3403862714767456,0.2592307746887207,-0.08115549678802492,0.6244636150948276
identity,240,0.33934545516967773,0.25698842933177946,-0.08235702583789828,0.6443985490381106
identity,250,0.338409423828125,0.25489227118492125,-0.08351715264320375,0.6644246305319875
identity,260,0.33756664395332336,0.25292782299518585,-0.08463882095813752,0.6845277274102614
identity,270,0.3368073105812073,0.25108255538940427,-0.085724755191803,0.7046952676846265
identity,280,0.33612290024757385,0.24934548106193544,-0.08677741918563842,0.724915764743954
identity,290,0.3355059325695038,0.24770696136951448,-0.0877989711999893,0.7451792348937344
identity,300,0.33494994044303894,0.2461585377216339,-0.08879140272140504,0.7654762380291821
identity,310,0.3344492018222809,0.24469266886711122,-0.08975653295516967,0.7857984748020386
identity,320,0.3339986205101013,0.24330270438194274,-0.09069591612815858,0.8061385676951595
identity,330,0.33359378576278687,0.24198267216682434,-0.09161111359596252,0.8264896153487525
identity,340,0.33323073387145996,0.2407272249698639,-0.09250350890159606,0.8468455484728528
identity,350,0.3329057991504669,0.23953161480426788,-0.09337418434619904,0.867200704880009
identity,360,0.3326159715652466,0.23839149045944213,-0.09422448110580445,0.8875500354190541
identity,370,0.33235830068588257,0.23730299804210664,-0.09505530264377593,0.9078888701864416
identity,380,0.3321303427219391,0.23626260390281678,-0.0958677388191223,0.92821312843143
identity,390,0.33192968368530273,0.2352670817732811,-0.09666260191202164,0.9485190470100784
identity,400,0.3317543864250183,0.23431357048749923,-0.09744081593751908,0.9688029699618725
identity,410,0.33160239458084106,0.23339934370517731,-0.09820305087566375,0.9890620961329543
identity,420,0.33147215843200684,0.23252204554080963,-0.0989501128911972,1.0092933272883582
identity,430,0.3313620388507843,0.23167940962314607,-0.09968262922763824,1.0294942922652124
identity,440,0.33127060532569885,0.23086940903663636,-0.1004011962890625,1.0496626198168342
identity,450,0.3311965763568878,0.23009012882709504,-0.10110644752979278,1.0697962384322717
identity,460,0.3311387896537781,0.22933988790512086,-0.10179890174865722,1.0898932723340469
identity,470,0.33109617233276367,0.22861704308986663,-0.10247912924289704,1.1099520548731507
identity,480,0.33106765151023865,0.2279201421380043,-0.10314750937223435,1.1299711019478151
identity,490,0.33105236291885376,0.22724778707027435,-0.10380457584857941,1.1499491040775935
identity,499,0.3310491740703583,0.2266626153588295,-0.10438655871152877,1.167893290181618
ring,0,0.6697677373886108,0.6653599948883057,-0.0044077425003051784,0.044678495870769795
ring,10,0.9414332509040833,0.9924407249450684,0.05100747404098516,1.2828474303030661
ring,20,1.395573377609253,1.5028725284576416,0.1072991508483887,3.1928343356344273
ring,30,1.9139742851257324,2.0743636432647703,0.16038935813903787,5.102162948190694
ring,40,2.4552204608917236,2.667081796646118,0.21186133575439436,6.790439257263612
ring,50,3.0067148208618164,3.2697242141723635,0.26300939331054707,8.187484606813
ring,60,3.5639257431030273,3.878302198791504,0.3143764556884765,9.294670968123166
ring,70,4.124597549438477,4.490689952087402,0.36609240264892584,10.14643786278519
ring,80,4.687342166900635,5.105458459472656,0.4181162925720212,10.78936280211067
ring,90,5.251277923583984,5.721638334655761,0.47036041107177695,11.269319350742427
